scorer,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240,DLC_Resnet101_ThumbMobileMar11shuffle1_snapshot_240
bodyparts,thumb_tip,thumb_tip,thumb_tip,thumb_middle,thumb_middle,thumb_middle,thumb_bottom,thumb_bottom,thumb_bottom,phone_top_left,phone_top_left,phone_top_left,phone_top_right,phone_top_right,phone_top_right,phone_bottom_left,phone_bottom_left,phone_bottom_left,phone_bottom_right,phone_bottom_right,phone_bottom_right
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
50,1128.7843,725.2164,0.75960296,1222.5027,713.38635,0.4777264,1210.0061,716.2876,0.028441023,935.34216,332.81662,0.9063028,929.05536,832.5934,0.41096196,1162.7205,340.6815,1,1487.4048,437.30353,0.15059775
51,1124.4122,725.6855,0.844816,1223.4651,710.05536,0.6141624,1217.1543,716.45544,0.030709794,933.3264,332.80695,0.8858985,927.7548,834.12756,0.5382596,1162.2471,341.32852,0.99278516,1487.78,439.0045,0.17598821
52,1122.4257,726.59174,0.8630265,1224.1165,710.6546,0.62650573,1217.6586,717.7925,0.03341824,933.04767,333.187,0.88046926,1303.7671,360.23227,0.47926873,1161.9403,341.89145,0.98953277,1487.813,440.00635,0.18953836
53,1122.7306,724.8784,0.9418058,1225.632,714.40436,0.61888397,1228.583,626.6905,0.07121079,932.9416,334.11588,0.9003619,1304.2231,360.27423,0.4910493,1160.9948,342.27542,0.98974234,1487.7437,439.38696,0.16438845
54,1123.8845,723.1132,0.17742749,1154.1343,725.264,0.030293971,1202.5842,607.37714,0.02668777,930.92596,332.84607,0.10260106,925.7096,834.57227,0.3423443,1160.6233,342.66342,0.8202626,1463.1772,342.0417,0.22220065
55,1002.0909,764.2714,0.043912213,1036.5043,767.5398,0.020323474,1202.74,607.49304,0.026830591,932.947,333.9194,0.13700394,926.2858,834.6582,0.3601736,1159.9843,342.16718,0.74965733,1463.2823,342.44543,0.22941184
56,1125.4896,710.9574,0.024770305,1139.7677,713.91565,0.013198773,1202.5173,606.7359,0.025286784,1131.5621,348.51126,0.24353313,926.1082,834.36,0.36234418,1159.0867,338.84564,0.73663014,1463.4724,342.51288,0.2292633
57,1130.1493,709.00995,0.5805006,708.07336,178.92647,0.017923782,1201.4302,607.26056,0.02264317,932.3884,333.32727,0.24583271,926.84686,834.5086,0.38111633,1158.6488,338.28812,0.68520087,1463.5305,341.7534,0.19764204
58,1130.6198,707.95087,0.69554806,1036.5001,766.6133,0.021489568,1201.1296,606.82385,0.016491948,932.38696,331.7775,0.3598794,928.587,834.6999,0.33575827,1158.9393,339.75864,0.5621992,1463.6317,341.9553,0.18715742
59,1130.8451,707.0774,0.70350116,1037.2587,765.97437,0.036723815,594.5593,57.105743,0.025226109,1013.5401,573.30963,0.29884693,929.07086,834.4324,0.37466872,1160.286,338.88828,0.61593837,1462.9153,341.08554,0.19640236
60,1131.5778,706.2425,0.71544296,1174.5157,711.89215,0.022095371,1201.5391,605.65497,0.019462459,933.0821,332.37024,0.4067264,927.74243,835.3495,0.3787419,1160.849,337.7502,0.57534826,1461.6335,341.14572,0.2131093
61,1132.6547,705.68,0.7510366,1036.6835,735.6053,0.021323819,1201.0565,605.31573,0.016926246,933.4465,332.67462,0.40633062,927.377,835.4076,0.37603897,1159.972,336.22836,0.6378603,1462.885,342.7904,0.25191563
62,1132.6573,705.1352,0.77712417,1182.1875,708.9228,0.019641327,1200.5176,605.2677,0.015473007,932.8855,333.99643,0.3755801,927.36633,835.1921,0.3261565,1159.6903,337.96057,0.6416737,1463.5109,343.89932,0.25047302
63,1132.2823,705.2745,0.78704566,977.7774,669.4558,0.019721605,1201.0414,605.33655,0.01909986,932.20435,335.33496,0.30495325,927.3396,835.15735,0.3259399,1159.4323,340.24518,0.7106816,1464.2501,343.9556,0.22392023
64,1132.4198,705.23413,0.78749114,1184.3446,710.09436,0.021996588,593.7515,57.298576,0.026570905,1028.3326,573.68176,0.050860416,927.50275,835.452,0.38613677,1156.6299,341.96902,0.7858793,1464.9026,345.10187,0.15548128
65,1131.6505,705.515,0.8355232,1184.8088,710.3496,0.021543978,1201.2836,606.4213,0.01896913,931.1486,338.27185,0.14539881,926.23773,835.1521,0.38028878,1156.761,341.3034,0.7599652,1465.3951,345.47577,0.113519266
66,1128.3722,704.90295,0.68712324,1167.9784,711.0954,0.03176216,1201.9735,606.9746,0.022755675,932.4974,336.67688,0.23568471,926.4791,835.4265,0.40705162,1161.1632,340.63416,0.69115657,1465.9739,346.99313,0.1348537
67,1128.309,704.67456,0.6940015,1167.7551,711.41675,0.030695498,1202.068,607.27057,0.021505866,931.7046,337.14575,0.26690748,926.22266,836.0332,0.42914608,1160.379,340.14218,0.6153196,1465.0139,348.6991,0.14527555
68,1128.8373,704.3769,0.75564414,1232.5553,710.6533,0.08870171,1201.694,622.0938,0.015331448,930.44037,336.78726,0.6173034,926.6456,836.6372,0.37457404,1161.6772,344.15036,0.6529917,1488.8789,438.67786,0.11923122
69,1128.8723,702.28485,0.8840747,1229.8798,709.05194,0.10143748,1193.0924,703.52,0.015204367,929.88605,337.34528,0.7437402,1304.2206,364.03503,0.41758773,1168.088,346.23727,0.4528033,1144.4437,844.47656,0.114042975
70,1130.1625,702.09424,0.88730717,1229.1465,708.76184,0.10851217,1192.4315,703.5013,0.015236568,931.75543,336.01376,0.5473913,1304.3939,363.52628,0.4110562,1161.5039,341.86563,0.48448083,1463.9136,351.4803,0.101635516
71,1130.4363,701.4794,0.92565054,1231.7825,705.0801,0.23281379,1223.7867,706.3898,0.019922234,932.55176,335.03842,0.600002,1305.0386,363.4795,0.43174165,1161.1777,340.78897,0.4430601,1464.978,351.66815,0.09899542
72,1132.8099,704.911,0.8709492,1233.0854,703.08453,0.17119864,1223.1609,704.7014,0.016768608,931.22125,337.27905,0.577701,1306.3138,364.96207,0.44718152,1157.697,337.2689,0.5171152,1144.5348,844.57446,0.13219386
73,1134.0122,703.1635,0.80646217,1204.5845,701.42725,0.043873683,830.9051,327.70065,0.030674769,930.4664,341.56348,0.6285736,1305.9658,365.66812,0.4317966,1159.5203,341.2712,0.71082896,1488.9283,443.40033,0.12564202
74,1130.776,702.98755,0.88505,1205.1702,701.07947,0.05284214,846.14374,326.8171,0.055828474,931.9126,342.91812,0.5495931,1306.0419,366.58267,0.46374938,1159.5627,343.92123,0.7665317,1488.3938,444.29147,0.13930374
75,1130.9264,703.4734,0.8445896,1233.807,712.22125,0.11664061,845.7026,326.80194,0.06279244,931.22217,343.76547,0.5691851,927.31537,840.8852,0.48088592,1158.7479,345.0045,0.76312727,1461.395,357.601,0.1503287
76,1127.839,702.11066,0.8565078,1235.1837,713.46814,0.14724779,830.7268,327.94907,0.045405146,929.0618,343.0328,0.40794143,927.3082,841.3319,0.48673093,1160.3673,349.10986,0.8647284,1004.71106,509.81726,0.160087
77,1127.1172,701.7318,0.89471793,1234.8029,713.3202,0.17007422,845.3104,326.89896,0.035291214,928.1567,344.14,0.5581241,927.06726,840.88226,0.51552737,1161.0575,349.92352,0.83432585,1461.821,357.64133,0.18143119
78,1127.1316,700.67645,0.887121,1233.8191,709.0273,0.20209168,845.651,326.83673,0.043228287,929.5663,345.63358,0.6827943,926.61096,840.47125,0.44111183,1161.0765,349.3564,0.86015534,1461.785,357.01578,0.17954995
79,1127.2267,700.7049,0.8979025,1233.0894,708.4016,0.19675504,841.2112,327.4535,0.055581003,929.5049,345.06296,0.61267626,925.9177,839.88556,0.43505105,1160.7936,348.6716,0.85097647,1461.7306,356.51035,0.19817641
80,1127.9893,700.5458,0.9346239,1231.212,706.1298,0.255897,846.11084,326.8478,0.058141727,933.00574,345.03043,0.8075665,926.4617,841.34344,0.3524367,1160.9702,349.0681,0.853453,1461.9448,354.9169,0.1869068
81,1129.0172,699.29034,0.975914,1232.0387,703.06836,0.20708498,846.04694,326.86298,0.052998453,932.334,344.7617,0.7337766,926.4103,841.1377,0.33640194,1161.2163,349.22125,0.84033185,1462.133,355.88196,0.18890148
82,1130.1971,701.4984,1,1232.5645,707.80023,0.6848051,1330.7395,804.1507,0.1937502,933.0347,346.5488,1,928.2345,844.2283,0.6099259,1162.1284,351.68958,0.9336526,1143.7886,849.3094,0.3227843
83,1129.7887,701.41034,1,1231.4283,706.95374,0.6838225,1331.2844,805.0575,0.20067082,933.05634,346.3407,1,928.3701,843.9555,0.63837886,1161.9746,351.60992,0.9324966,1143.9875,849.8088,0.31829482
84,1130.028,701.3135,1,1231.7297,707.6695,0.6610305,1329.4447,804.04944,0.18072017,932.8739,346.7349,1,928.14417,843.46686,0.663048,1161.4452,352.4413,0.9493323,1144.0157,848.8102,0.25716996
85,1130.1104,701.4495,1,1231.8284,707.11096,0.69922656,1329.7769,804.5976,0.18692994,932.745,347.60034,1,927.23486,842.8374,0.6803642,1161.5446,353.30765,0.97054535,1489.2561,447.073,0.14813268
86,1128.7294,702.30865,0.96277666,1220.0732,629.68884,0.21243569,1203.0016,631.3773,0.028619502,936.4572,349.6488,0.12381869,926.0283,842.6043,0.32099307,1160.6864,351.78137,0.82479995,1487.0874,452.6209,0.14699055
87,1127.3129,701.60315,0.94787365,1216.7168,631.9571,0.19285105,1203.118,633.27155,0.028145134,932.33954,345.63187,0.28739923,926.4533,844.8234,0.36181512,1160.7542,352.48297,0.80436367,895.41693,403.15613,0.21469507
88,1127.2522,702.04395,0.9496152,1203.0558,629.8469,0.07945878,1200.9995,627.6614,0.02254349,933.0194,347.79306,0.46145067,925.68634,845.5901,0.2871734,1160.1597,354.3915,0.8413234,1461.5715,364.48694,0.12775083
89,1127.8607,701.644,0.970942,1217.7598,710.8842,0.07970235,1200.5154,627.37823,0.018836591,930.588,347.14536,0.84156364,925.88477,845.702,0.29520473,1160.3066,354.23334,0.81267947,1460.6449,364.5153,0.12510401
